id,x,y,cluster_id,text,tokens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21529E+18,-26.68491554,14.99880886,7,U.S. Cancer Death Rate Lowest In Recorded History! A lot of good news coming out of this Administration.,U.S.,Cancer,Death,Rate,Lowest,In,Recorded,History!,A,lot,of,good,news,coming,out,of,this,Administration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2153E+18,-20.49696541,33.59176636,3,"STOCK MARKET AT ALL-TIME HIGH! HOW ARE YOUR 401Kâ€™S DOING? 70%, 80%, 90% up? Only 50% up! What are you doing wrong?",STOCK,MARKET,AT,ALL-TIME,HIGH!,HOW,ARE,YOUR,401Kâ€™S,DOING?,"70%,","80%,",90%,up?,Only,50%,up!,What,are,you,doing,wrong?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21533E+18,-28.84420204,-40.64625549,4,Happy National Law Enforcement Appreciation Day! #LESM https://t.co/kNN3RetVvs,Happy,National,Law,Enforcement,Appreciation,Day!,#LESM,https://t.co/kNN3RetVvs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21541E+18,-51.46440506,-14.30442333,4,95% Approval Rating in the Republican Party. Thank you!,95%,Approval,Rating,in,the,Republican,Party.,Thank,you!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21541E+18,-0.087140225,-37.74391556,7,"Heading to Toledo, Ohio, for first Rally of the year. Tremendous crowd. Here we go for a big 2020 Win!",Heading,to,"Toledo,","Ohio,",for,first,Rally,of,the,year.,Tremendous,crowd.,Here,we,go,for,a,big,2020,Win!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21545E+18,7.225137234,24.9808712,3,"Under my administration, we will NEVER make excuses for Americaâ€™s enemies â€“ we will never hesitate in defending American lives â€“ and we will never stop working to defeat Radical Islamic Terrorism! https://t.co/022PjwhHjs",Under,my,"administration,",we,will,NEVER,make,excuses,for,Americaâ€™s,enemies,â€“,we,will,never,hesitate,in,defending,American,lives,â€“,and,we,will,never,stop,working,to,defeat,Radical,Islamic,Terrorism!,https://t.co/022PjwhHjs,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21546E+18,-37.35485077,-0.80501622,7,"After years of rebuilding OTHER nations, we are finally rebuilding OUR nation. We are finally putting AMERICA FIRST! #KAG2020 https://t.co/azKL54A6BU",After,years,of,rebuilding,OTHER,"nations,",we,are,finally,rebuilding,OUR,nation.,We,are,finally,putting,AMERICA,FIRST!,#KAG2020,https://t.co/azKL54A6BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21546E+18,-30.27151489,-14.92619991,4,"Democrats are now the party of high taxes, high crime, open borders, late-term abortion, socialism, and blatant corruption. The Republican Party is the party of the American Worker, the American Family, and the American Dream! #KAG2020 https://t.co/05XRX2odxN",Democrats,are,now,the,party,of,high,"taxes,",high,"crime,",open,"borders,",late-term,"abortion,","socialism,",and,blatant,corruption.,The,Republican,Party,is,the,party,of,the,American,"Worker,",the,American,"Family,",and,the,American,Dream!,#KAG2020,https://t.co/05XRX2odxN,,,,,,,,,,,,,,,,,,,,,,
1.21562E+18,5.085375309,-42.29021454,7,"Great interview this morning by @foxandfriends with some of the fantastic people who attended the big Rally last night in Toledo, Ohio. Thank you. Such amazing energy!",Great,interview,this,morning,by,@foxandfriends,with,some,of,the,fantastic,people,who,attended,the,big,Rally,last,night,in,"Toledo,",Ohio.,Thank,you.,Such,amazing,energy!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21565E+18,-25.76610565,-2.512904167,7,"â€œ11,000 points gained in the Dow in the 3 years since the Election of President Trump. Today it may hit 29,000. That has NEVER happened before in that time frame. That has added 12.8 Trillion Dollars to the VALUE of American Business.â€ @Varneyco @FoxNews  The best is yet to come!","â€œ11,000",points,gained,in,the,Dow,in,the,3,years,since,the,Election,of,President,Trump.,Today,it,may,hit,"29,000.00",That,has,NEVER,happened,before,in,that,time,frame.,That,has,added,12.8,Trillion,Dollars,to,the,VALUE,of,American,Business.â€,@Varneyco,@FoxNews,The,best,is,yet,to,come!,,,,,,,,,
1.21565E+18,33.06856537,-2.350857258,3,â€œIâ€™ve been doing this for 40 years and Iâ€™ve never seen anything like this (Economy).â€ @Varneyco @foxandfriends,â€œIâ€™ve,been,doing,this,for,40,years,and,Iâ€™ve,never,seen,anything,like,this,(Economy).â€,@Varneyco,@foxandfriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21566E+18,7.978178978,-7.700070858,7,She will go down as perhaps the least successful Speaker in U.S. History! https://t.co/aTCkFW3pr4,She,will,go,down,as,perhaps,the,least,successful,Speaker,in,U.S.,History!,https://t.co/aTCkFW3pr4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21599E+18,-5.132746696,10.44179344,3,"â€œFBI Director apologizes for FISA Errors (of which there were far to many to be a coincidence!).â€ @FoxNews Chris, what about all of the lives that were ruined because of the so-called â€œerrors?â€ Are these â€œdirty copsâ€ going to pay a big price for the fraud they committed?",â€œFBI,Director,apologizes,for,FISA,Errors,(of,which,there,were,far,to,many,to,be,a,coincidence!).â€,@FoxNews,"Chris,",what,about,all,of,the,lives,that,were,ruined,because,of,the,so-called,â€œerrors?â€,Are,these,â€œdirty,copsâ€,going,to,pay,a,big,price,for,the,fraud,they,committed?,,,,,,,,,,,
1.216E+18,-20.89378548,4.506352425,7,"Where have the Radical Left, Do Nothing Democrats gone when they have spent the last 3 days defending the life of Qassem Soleimani, one of the worst terrorists in history and the father of the roadside bomb? He was also looking to do big future damage! Dems are â€œunhinged.â€",Where,have,the,Radical,"Left,",Do,Nothing,Democrats,gone,when,they,have,spent,the,last,3,days,defending,the,life,of,Qassem,"Soleimani,",one,of,the,worst,terrorists,in,history,and,the,father,of,the,roadside,bomb?,He,was,also,looking,to,do,big,future,damage!,Dems,are,â€œunhinged.â€,,,,,,,,,,
1.216E+18,8.928544998,13.88165283,3,New polling shows that the totally partisan Impeachment Hoax is going nowhere. A vast majority want the Do Nothing Democrats to move on to other things now!,New,polling,shows,that,the,totally,partisan,Impeachment,Hoax,is,going,nowhere.,A,vast,majority,want,the,Do,Nothing,Democrats,to,move,on,to,other,things,now!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.216E+18,-21.56360435,-1.845618844,7,Nancy Pelosi will go down as the absolute worst Speaker of the House in U.S. history!,Nancy,Pelosi,will,go,down,as,the,absolute,worst,Speaker,of,the,House,in,U.S.,history!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.216E+18,3.724282742,12.8965807,3,"Now the Radical Left, Do Nothing Democrats, are asking @senatemajldr Mitch McConnell to do the job that they were unable to do. They proved NOTHING but my total innocence in the House, despite the most unfair &amp; biased hearings in the history of Congress. Now they demand fairness!",Now,the,Radical,"Left,",Do,Nothing,"Democrats,",are,asking,@senatemajldr,Mitch,McConnell,to,do,the,job,that,they,were,unable,to,do.,They,proved,NOTHING,but,my,total,innocence,in,the,"House,",despite,the,most,unfair,&amp;,biased,hearings,in,the,history,of,Congress.,Now,they,demand,fairness!,,,,,,,,,,,
